matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
20-scale fail-closed guard,20,lunar_ice_sp50_020_020_seed829020,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000828,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_020_seed829020,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000689,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_020_seed829020,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000954,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale selected direct20 probe,20,lunar_ice_sp50_020_004_seed829004,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,61.452989,row_time_limit_sec=60.0 exceeded at max_direct_tasks=20,False,,,,,
20-scale selected direct20 probe,20,lunar_ice_sp50_020_004_seed829004,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,60.007956,row_time_limit_sec=60.0 exceeded at max_direct_tasks=20,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_001_seed929001,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.004336,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_001_seed929001,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002022,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_001_seed929001,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002034,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_004_seed929004,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002735,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_004_seed929004,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002477,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_004_seed929004,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002228,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_002_seed929002,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002377,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_002_seed929002,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.003428,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_002_seed929002,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00182,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_003_seed929003,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.00327,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_003_seed929003,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002096,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_003_seed929003,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002004,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_006_seed929006,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001715,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_006_seed929006,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001884,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_006_seed929006,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002146,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_008_seed929008,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002066,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_008_seed929008,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001856,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_008_seed929008,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001834,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_005_seed929005,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001825,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_005_seed929005,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00317,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_005_seed929005,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001827,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_007_seed929007,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002859,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_007_seed929007,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002294,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_007_seed929007,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002405,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_009_seed929009,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002344,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_009_seed929009,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001738,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_009_seed929009,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002209,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_011_seed929011,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001931,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_011_seed929011,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001966,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_011_seed929011,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00188,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_010_seed929010,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001592,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_010_seed929010,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001723,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_010_seed929010,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001592,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_012_seed929012,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.003435,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_012_seed929012,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001557,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_012_seed929012,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001976,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_013_seed929013,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002161,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_013_seed929013,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001928,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_013_seed929013,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001704,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_014_seed929014,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001714,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_014_seed929014,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001973,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_014_seed929014,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002183,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_016_seed929016,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.00179,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_016_seed929016,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001894,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_016_seed929016,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001853,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_015_seed929015,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.0023,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_015_seed929015,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.003104,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_015_seed929015,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00252,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_017_seed929017,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001779,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_017_seed929017,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002501,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_017_seed929017,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001566,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_019_seed929019,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002014,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_019_seed929019,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002278,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_019_seed929019,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.003164,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_020_seed929020,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.002298,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_020_seed929020,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001901,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_020_seed929020,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.002239,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_018_seed929018,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001801,task_count=30 exceeds max_exact_tasks=10,False,,,,,
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_018_seed929018,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001617,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
30-scale fail-closed diagnostic,30,lunar_ice_sp50_030_018_seed929018,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001689,task_count=30 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
