scale,instance_id,mode,max_direct_tasks,status,certificate_scope,pricing_state,root_lp_bound_official,objective,root_lp_bound,root_bound_le_B0_objective,round_count,added_column_count,pool_column_count,master_column_count,final_judge_status,final_judge_source,final_judge_wall_time,final_judge_negative_count,manual_priced_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,note
30,lunar_ice_sp50_030_016_seed929016,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.003505,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_016_seed929016,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_015_seed929015,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001938,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_015_seed929015,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_017_seed929017,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001917,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_017_seed929017,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.3e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_019_seed929019,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.00172,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_019_seed929019,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_020_seed929020,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002329,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_020_seed929020,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.9e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_018_seed929018,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002051,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_018_seed929018,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.5e-05,task_count=30 exceeds max_direct_tasks=20
