matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,B0_direct_objective,reference_solution_upper_bound,reference_solution_upper_bound_source,direct_bound_pruning_root_bound,direct_bound_pruning_active,journey_label_bound_pruned_count,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B2B_R3_root_lp_bound,B3_global_lb,B3_global_ub,B3_global_gap,objective_diff_vs_B0,B3_tree_closed,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,node_count,evaluated_node_count,open_node_count,incomplete_node_count,pruned_by_bound_count,integer_incumbent_count,branch_count,max_depth_reached,NO_FRACTIONAL_RF_PAIR_count,manual_rc_audit_pass,pricing_rc_audit_pass,branch_pricing_audit_pass,proof_debt_unreleased_count,selected_harvest_addability_fail_count,all_node_ledgers_valid,direct_dp_used_as_bpc_certificate,root_bound_gt_B0_violation,tree_incumbent_diff_vs_B0,certificate_scope_regression,manual_rc_fail,pricing_rc_fail,branch_pricing_audit_fail,proof_debt_unreleased_certified,direct_dp_certificate_leak,NO_FRACTIONAL_RF_PAIR_treated_as_integral,open_node_but_tree_optimal,incomplete_node_but_tree_optimal,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.599074,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009837,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.599074,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,,1.599074,1.599074,0.0,0.0,True,1,5,5,5,0,0,2,1,4,2,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,153.849254,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.633365,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,23.412373,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.633365,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,23.246338,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.633365,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,1.606141,,,,-0.027224,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,122.07255,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.633365,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.013774,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.633365,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,,1.633365,1.633365,0.0,0.0,True,1,15,15,15,0,0,2,6,14,4,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,172.216549,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.573675,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,46.982263,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.573675,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,47.495924,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.573675,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.573675,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,202.768875,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.573675,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.011468,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.573675,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,1.573675,1.573675,0.0,0.0,True,1,5,5,5,0,0,2,1,4,2,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,156.482215,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.431613,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,25.811567,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.431613,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,25.602919,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.431613,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,78.416379,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.431613,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.013759,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.431613,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,1.431613,1.431613,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,68.870947,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.56868,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,20.042108,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.56868,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,20.62687,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.56868,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,1.56868,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,86.975884,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.56868,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009907,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.56868,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,1.56868,1.56868,0.0,0.0,True,1,3,3,3,0,0,0,2,2,1,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,83.351671,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.636286,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,18.072755,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.636286,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,17.85985,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.636286,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,1.636286,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,119.283368,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.636286,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.01224,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.636286,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,,1.636286,1.636286,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,45.014991,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.839652,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,18.078631,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.839652,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,18.406746,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.839652,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,1.839652,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,60.110541,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.839652,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.010384,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.839652,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,,1.839652,1.839652,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,47.710216,,,,False,,,,,
