matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.529607,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000753,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,20a53f311d691978ffeeda7c88a9ea1e6112c2972aac481eb9e7b237cd5e4622,1.710328,0.0,1.710328,,823,823,823,0,4599,11,8,274641,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.728509,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.529607,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000438,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,390659cc309435b3b6cc6eaced409809bf8d347dfe41b4b398481a3f5db3ece4,1.67891,0.0,1.67891,,823,823,823,0,4599,11,8,274641,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.696742,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,45.26782,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,1.514204,True,True,5,5,0,0,0,0,0,0,0,0,0,True,1447,1447,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,241.225729,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.558215,True,1,,,,,,,,,,97598,,97598,0,0,15497,0,1909002,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.9e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.3e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,1.514204,False,True,8,8,8577,8577,0,0,0,0,0,446,446,True,446,446,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,46.406517,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,371.194163,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,1.558215,False,True,8,3,5339,5339,0,0,0,0,0,253,253,True,227,227,0,,1436,0,True,True,0,,0,,False,0,0.079177,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,d2916d1dac1095edffc24765eb05cb14010b04548d546da06fdbc6746fa7698d,0.701646,137.7549,0.068919,0.068919,298246,584,298246,5796519,112121951,6214,47003,5796519,0,0,0,0,0.0,0.0,386,126,0,97598,8,6,6,2,0,5,WORKER_INCOMPLETE_LIMIT,False,298246,0,False,True,138.848032,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,1.558215,False,True,8,3,5339,5339,0,0,0,0,0,253,253,True,227,227,0,,1436,0,True,True,0,,0,,False,0,0.078513,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,54d89f847ab44d9e1e3e9cfbe312872b6ac315bc5d3f952d16c499cf13a9b9a0,0.689252,137.783377,0.065583,0.065583,298246,584,298246,5796519,112121951,6214,47003,5796519,0,0,0,0,0.0,0.0,386,126,0,97598,8,6,6,2,0,5,WORKER_INCOMPLETE_LIMIT,False,298246,0,False,True,138.863144,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000961,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,d4fd7110fcf7c64dac3a1633ffeaa562c031e618020883481400cb0eed160491,1.360492,0.0,1.360492,,720,720,720,0,5250,10,8,219835,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.378266,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.558215,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000323,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,bb73c3b9207fef465cd7d9498d5aaf0f19bc1807fb1071bedfefb22bea508168,1.372906,0.0,1.372906,,720,720,720,0,5250,10,8,219835,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.39141,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,37.712741,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,True,True,6,6,0,0,0,0,0,0,0,0,0,True,1607,1607,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,244.157257,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.587061,True,1,,,,,,,,,,79582,,79582,0,0,19925,0,1606459,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.7e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.4e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,False,True,8,8,11951,11951,0,0,0,0,0,486,486,True,486,486,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,38.275002,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,307.822997,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,False,True,8,3,5247,5247,0,0,0,0,0,263,263,True,227,227,0,,2738,0,True,True,0,,0,,False,0,0.09331,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,d58f28b18385390c1d75049f431a30fabe7f32d270a49a6c16bf59297650969f,0.546592,113.861396,0.055825,0.055825,243398,481,243398,4866967,111745932,6122,60287,4866967,0,0,0,0,0.0,0.0,377,135,0,79582,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,243398,0,False,True,114.913633,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,False,True,8,3,5247,5247,0,0,0,0,0,263,263,True,227,227,0,,2738,0,True,True,0,,0,,False,0,0.096857,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,6ce0bd0fcb0e013b5340f1e332647c33cbbe667de6a192f26b12eda4f5cff85d,0.55588,113.573992,0.055023,0.055023,243398,481,243398,4866967,111745932,6122,60287,4866967,0,0,0,0,0.0,0.0,377,135,0,79582,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,243398,0,False,True,114.725346,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000304,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,b5baee2ff3e1a214bf1a4d87615f949f4ade96efbc24178ff8c165d98a7ccd22,1.017346,0.0,1.017346,,630,630,630,0,3702,11,8,164187,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.03298,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000289,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,4da0742215ffb725c57a9aa4a1ba4e67485799e6896a949d6c8eb4e30ef79de3,1.006232,0.0,1.006232,,630,630,630,0,3702,11,8,164187,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.023741,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.664084,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,38.699569,,,,False,,,,,,False,False,
